,abstract,citations,link,reference,title,year
0,"[en] This work in progress aims at identifying a mapping between the current security standards (in particular, but not limited to, ISO 27001-2013) and the upcoming regulations in data protection. The aim is to find an overlap between the requirements for data protection …",7,http://orbilu.uni.lu/handle/10993/20791,", , A Giurgiu, … - 2015 - orbilu.uni.lu","Assessing IT security standards against the upcoming allintitle: ""GDPR"" ""cloud"" for allintitle: ""GDPR"" ""cloud"" systems",2015
1,"IT security and privacy is a challenging problem to address, and when is used, there is an exponential increase in the challenge. A particular challenge is the forensic problem, which arises when an attacker succeeds in breaching a system, because …",4,https://www.researchgate.net/profile/Bob_Duncan/publication/324521739_Barcelona_Spain_CLOUD_COMPUTING_2018_Editors/links/5ad24f1d0f7e9b2859343862/Barcelona-Spain-CLOUD-COMPUTING-2018-Editors.pdf#page=82,"B Duncan, , A Bratterud - Computing, 2018 - researchgate.net","Using Unikernels to Address the allintitle: ""GDPR"" ""cloud"" Forensic Problem and help Achieve EU allintitle: ""GDPR"" ""cloud"" Compliance",2018
2,"Ahead of the introduction of the EU General Data Privacy Regulation (), we consider some important unresolved issues with computing, namely, the insecure audit trail problem and the challenge of retaining forensic evidence. Developing and …",6,https://strathprints.strath.ac.uk/id/eprint/63134,", A Aßmuth, M Whittington… - British Accounting & …, 2017 - strathprints.strath.ac.uk","accounting systems, the audit trail, forensics and the EU allintitle: ""GDPR"" ""cloud"" : how hard can it be?",2017
3,The rollout of European Union's General Data Protection Regulation (EU ) will have a far-reaching effect on data privacy and compliance for both the Service Providers (Data Providers) and the Consumers (Data Consumers). mandates that …,7,https://ieeexplore.ieee.org/abstract/document/8495788/,",  - 2018 IEEE World Congress on Services …, 2018 - ieeexplore.ieee.org","A knowledge representation of allintitle: ""GDPR"" ""cloud"" data controls for EU allintitle: ""GDPR"" ""cloud"" compliance",2018
4,The right to data portability under the European Union's General Data Protection Regulation () extends beyond existing privacy frameworks and empowers individuals to transfer their personal data between data controllers. While the Working Party for Article 29 of the …,3,https://alicloud-common.oss-ap-southeast-1.aliyuncs.com/Supporting_Data_Portability_in_the_Cloud_Under_the_GDPR.pdf,"Y Wang, A Shah - 2018 - … .oss-ap-southeast-1.aliyuncs.com","Supporting Data Portability in the allintitle: ""GDPR"" ""cloud"" Under the ",2018
5,It would seem that some companies have been slow or unable to secure their activities or to be aware of breaches in a timely manner. The European Union (EU) s General Data Protection Regulation () has been introduced with the intent of sufficient …,2,https://www.researchgate.net/profile/Washington_Almeida2/publication/332240612_A_Survey_on_Microservice_Security-Trends_in_Architecture_Privacy_and_Standardization_on_Cloud_Computing_Environments/links/5ca820af4585157bd325409b/A-Survey-on-Microservice-Security-Trends-in-Architecture-Privacy-and-Standardization-on-Cloud-Computing-Environments.pdf#page=50,"B Duncan, M Whittington - … on Advances in Security Volume 11 …, 2018 - researchgate.net","The Complexities of Auditing and Securing Systems in the allintitle: ""GDPR"" ""cloud"" —is there a Solution and will the allintitle: ""GDPR"" ""cloud"" move it up the Corporate Agenda?",2018
6,"Compliance with the new European General Data Protection Regulation (Regulation (EU) 2016/679, ) and security assurance are currently two major challenges of -based systems. compliance implies both privacy and security mechanisms definition …",3,https://digital-library.theiet.org/content/journals/10.1049/iet-sen.2018.5293,"E Rios, E Iturbe, , , … - IET Software, 2019 - IET","Service Level Agreement-based allintitle: ""GDPR"" ""cloud"" Compliance and Security assurance in (multi) allintitle: ""GDPR"" ""cloud"" -based systems",2019
7,"The new European General Data Protection Regulation requires that organisations placing personal data on services can protect certain rights of data subjects, such as their right to access, demand erasure and rectification of their data. Due to the technical …",3,https://ieeexplore.ieee.org/abstract/document/8356406/,"A Altorbaq, , S Sörman - 2017 12th International …, 2017 - ieeexplore.ieee.org","Data subject rights in the allintitle: ""GDPR"" ""cloud"" : A grounded study on data protection assurance in the light of ",2017
8,"Due to the Supportive infrastructure, competitive costs and the most advanced legislative framework in Europe, Ireland has progressively built a strong ecosystem based around the ICT sector and developed the platform to rapidly become a potential leader in the global …",In cache,https://esource.dbs.ie/handle/10788/3826,F Fasaludheen - 2019 - esource.dbs.ie,"and allintitle: ""GDPR"" ""cloud"" computing in Ireland",2019
9,,5,,A Rayani - 2018 - Microsoft,,2018
