,abstract,citations,link,reference,title,year
0,"Virtualized data centers where several virtual machines (VMs) are hosted per server are becoming more popular due to Computing. As a consequence of energy efficiency concerns, the exact combination of VMs running on a specific server will most likely change …",44,https://ieeexplore.ieee.org/abstract/document/6119058/,", T Treutner, … - 2011 IEEE Ninth …, 2011 - ieeexplore.ieee.org","Energy consumption allintitle: ""Side channel attack"" ""cloud"" -allintitle: ""Side channel attack"" ""cloud"" at virtual machines in a ",2011
1,"computing is a word that delivering hosted service over the internet. computing has been ideate as the next generation architecture of IT enterprise because of it's provides ubiquitous network, cost reducing, flexibility and scalability to users. Now days with the fast …",31,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.671.4713&rep=rep1&type=pdf,"B Sevak - International journal of engineering and advanced …, 2013 - Citeseer","Security against allintitle: ""Side channel attack"" ""cloud"" in allintitle: ""Side channel attack"" ""cloud"" computing",2013
2,"Virtualization is a key enabling technology in computing. Multiple tenants can share computing resource of provider on demand. While sharing can reduce the expenses of computing, it brings security vulnerability as well since the isolation between different VMs …",23,http://www.jcomputers.us/vol9/jcp0904-30.pdf,"F Liu, L Ren, H Bai - JCP, 2014 - jcomputers.us","Mitigating Cross-VM allintitle: ""Side channel attack"" ""cloud"" on Multiple Tenants allintitle: ""Side channel attack"" ""cloud"" Platform.",2014
3,"computing is considered one of the most dominant paradigms in the Information Technology (IT) industry nowadays. It supports multi-tenancy to fulfil future increasing demands for accessing and using resources provisioned over the Internet. However, multi …",18,https://ieeexplore.ieee.org/abstract/document/7363305/,", K Kifayat, Q Shi… - 2015 IEEE International …, 2015 - ieeexplore.ieee.org","A new prime and probe cache allintitle: ""Side channel attack"" ""cloud"" -allintitle: ""Side channel attack"" ""cloud"" for allintitle: ""Side channel attack"" ""cloud"" computing",2015
4,"Multitenancy is the biggest advantage of computing, where physical resources are shared among multiple clients. Virtualization facilitates multitenancy with the help of the hypervisor. providers virtualize the resources like CPU, network interfaces, peripherals, hard …",6,https://link.springer.com/chapter/10.1007/978-981-10-3376-6_2,"BS Ainapure, , AA Rao - Progress in intelligent computing …, 2018 - Springer","Understanding perception of cache-based allintitle: ""Side channel attack"" ""cloud"" -allintitle: ""Side channel attack"" ""cloud"" on allintitle: ""Side channel attack"" ""cloud"" environment",2018
5,Security is the one of the main concern in the field of computing. Different users sharing the same physical machines or even software on frequent basis make vulnerable to many security threats. Side channel attacks are the most probable attacks in …,6,https://ieeexplore.ieee.org/abstract/document/7783230/,",  - 2016 3rd International Conference …, 2016 - ieeexplore.ieee.org","Adaptive detection technique for Cache-based allintitle: ""Side channel attack"" ""cloud"" using Bloom Filter for secure ",2016
6,computing offers both services that provide resources over the Internet and economic benefits for using these resources. Economic benefit plays a vital role both for users and providers of . The users pay as they use on the other hand resources of providers …,4,https://ieeexplore.ieee.org/abstract/document/7307475/,"MB Rashid, , AAM Sabuj… - 2015 International …, 2015 - ieeexplore.ieee.org","Randomly encrypted key generation algorithm against allintitle: ""Side channel attack"" ""cloud"" in allintitle: ""Side channel attack"" ""cloud"" computing",2015
7,computing means different things to different people. It is another way of outsourcing and aggregating any computational hardware service provided over the Internet. It can able to share resources among multiple mutually wariness clients. While there are scads of asset …,4,https://www.sciencedirect.com/science/article/pii/S2212017316304492,"UKM Sadique,  - Procedia Technology, 2016 - Elsevier","A novel approach to prevent cache-based allintitle: ""Side channel attack"" ""cloud"" -allintitle: ""Side channel attack"" ""cloud"" in the ",2016
8,"As services become more pervasive, works in the recent past have uncovered vulnerabilities unique to such systems. The use of virtualization to isolate computational tasks from ones carried out by adversaries that co-reside with it, is growing rapidly. This …",3,https://pdfs.semanticscholar.org/e887/95f64a3bdbe02f1b20ff3e1657b51e75327a.pdf,"S Tandon, V Agrawal - Int. J. Eng. Res. Technol, 2014 - pdfs.semanticscholar.org","Cache-based allintitle: ""Side channel attack"" ""cloud"" -allintitle: ""Side channel attack"" ""cloud"" on aes in allintitle: ""Side channel attack"" ""cloud"" computing environment",2014
9,Objectives: computing combines various resources and technologies and provides a common platform for cost-effective business functions. It is an essential technology that is mostly used these days. Methods/Statistical Analysis: computing has various security …,2,https://www.researchgate.net/profile/Amit_Verma80/publication/315885443_The_Mutual_Authentication_Scheme_to_detect_virtual_side_channel_attack_in_cloud_computing/links/58ec57eaa6fdcc0dcecc4990/The-Mutual-Authentication-Scheme-to-detect-virtual-side-channel-attack-in-cloud-computing.pdf,"A Verma, M Mittal,  - International Journal of Computer …, 2017 - researchgate.net","The Mutual Authentication Scheme to detect virtual allintitle: ""Side channel attack"" ""cloud"" in allintitle: ""Side channel attack"" ""cloud"" computing",2017
10,"As services become more pervasive, works in the recent past have uncovered vulnerabilities unique to such systems. The use of virtualization to isolate computational tasks from ones carried out by adversaries that co-reside with it is growing rapidly. This trend …",2,https://www.researchgate.net/profile/D_Pratiba/publication/278729497_Cache_based_Side_Channel_Attack_on_AES_in_Cloud_Computing_Environment/links/564c91b008ae3374e5e04c0a.pdf,", , S Tandon… - International Journal of …, 2015 - researchgate.net","Cache based allintitle: ""Side channel attack"" ""cloud"" on AES in allintitle: ""Side channel attack"" ""cloud"" Computing Environment",2015
11,"… Keywords:  computing,   , power analysis attack,  security.GJCST-B Classification : C.2.4 D.4.7 B.4.2 … After studies, we came to know about different typesof attacks take place in a  environment. Among them    is newer … ",1,https://computerresearch.org/index.php/computer/article/view/1063,", , BP Chaity… - Global Journal of …, 2015 - computerresearch.org","Security of side channel power analysis attack in allintitle: ""Side channel attack"" ""cloud"" computing",2015
12,"Today, the use of Computing is constrained by its vulnerabilities, because sharing the same resources with potential attackers may breaks the isolation between VMs. Also, some studies demonstrated that cache-based side channel attacks can break full encryption keys …",2,https://link.springer.com/chapter/10.1007/978-3-319-30298-0_55,"Z Igarramen, M Hedabou - … the Mediterranean Conference on Information & …, 2016 - Springer","Protecting co-resident VMs from allintitle: ""Side channel attack"" ""cloud"" -allintitle: ""Side channel attack"" ""cloud"" in allintitle: ""Side channel attack"" ""cloud"" environment: SAFEPERIMETER system",2016
13,"computing supports multitenancy to satisfy the users' demands for accessing resources and simultaneously it increases revenue for providers. providers adapt multitenancy by virtualizing the resources, like CPU, network interfaces, peripherals …",1,https://www.worldscientific.com/doi/abs/10.1142/S1793962318500459,"B Ainapure, , A Ananda Rao - International Journal of …, 2018 - World Scientific","Adaptive multilevel fuzzy-based authentication framework to mitigate Cache allintitle: ""Side channel attack"" ""cloud"" in allintitle: ""Side channel attack"" ""cloud"" computing",2018
14,"computing can not only effectively reduce energy consuming as well as maintenance cost, but also enhance system reliability. Thus, it will be widely promising applications in electric power information systems. However, the issues of data security and privacy …",In cache,http://en.cnki.com.cn/Article_en/CJFDTotal-DXXH201303033.htm,"Y QU, L LI, W YAN, W WANG, L YAN… - Electric Power …, 2013 - en.cnki.com.cn","Research on allintitle: ""Side channel attack"" ""cloud"" Defense in allintitle: ""Side channel attack"" ""cloud"" Computing",2013
15,"Clouds are a large volume of virtualized resources which are easy to use and access. Multi tenancy is the biggest advantage of computing, where physical resources are shared among multiple clients. Virtualization facilitates multi tenancy with the help of the hypervisor. In a …",,http://www.ijrar.org/viewfull.php?&p_id=IJRAR190B023,"G Sangeetha - IJRAR-International Journal of Research and Analytical …, 2018 - ijrar.org","A SURVEY ON CROSS VM allintitle: ""Side channel attack"" ""cloud"" IN allintitle: ""Side channel attack"" ""cloud"" COMPUTING",2018
16,"When data mining is used with computing, security and privacy of user‟ s data and information is very important. Though Computing has many advantages, it still faces many security and privacy issues. A user may loss his data due to malware attack or network …",,http://dspace.lpu.in:8080/jspui/bitstream/123456789/3699/1/11304806_5_1_2015%208_34_10%20AM_withtitle.pdf,"H Kaur, M Kaur - 2015 - dspace.lpu.in","To Isolate the Virtual allintitle: ""Side channel attack"" ""cloud"" in allintitle: ""Side channel attack"" ""cloud"" Environment",2015
17,"Based on side channel information obtained from the encryption device in addition to the attack by any brute force is termed as . Side channel attacks are of different types as Timing attack, Power monitoring attack, Acoustic cryptanalysis attack …",HTML-versie,https://pdfs.semanticscholar.org/5749/552d15d5a65e294a302beaa515da79a8301a.pdf,"MN KRISHNAN, DRR RAVI - 2016 - pdfs.semanticscholar.org","ADVANCED SECURITY OF CRYPTOGRAPHIC ALGORITHM TO PREVENT allintitle: ""Side channel attack"" ""cloud"" USING allintitle: ""Side channel attack"" ""cloud"" ENVIRONMENT",2016
18,Multiple instances of virtual machines can run on a single physical host sharing hardware and software resources in computing. One of the resources that is shared among multiple Virtual Machines (VM) in the is Cache. Such Virtual machines are targeted for …,,https://link.springer.com/chapter/10.1007/978-981-10-8660-1_27,"BS Ainapure, , AA Rao - International Conference on Next …, 2017 - Springer","A Novel Approach to Detect and Mitigate Cache allintitle: ""Side channel attack"" ""cloud"" in allintitle: ""Side channel attack"" ""cloud"" Environment",2017
19,computing is one of the most important technology of networking which is widely used in these days. computing has some security issue also. There are several types of attacks which can be launch on very easily and has many serious effects on the …,,https://pdfs.semanticscholar.org/9853/4ba9ce3461db7a599a0b64731a74aee2843a.pdf,", J Kaur - 2015 - pdfs.semanticscholar.org","To Propose A Novel Technique to Isolate and Detect Virtual allintitle: ""Side channel attack"" ""cloud"" in allintitle: ""Side channel attack"" ""cloud"" Computing",2015
20,"The widely adapted computing technology mainly concentrates on providing the various services to the user based on the request or demand. As far as is concerned the major threat is the security issues and the providers, R&D team are updating the …",,https://acadpubl.eu/hub/2018-119-17/2/158.pdf,"R Vanathi,  - International Journal of Pure and …, 2018 - acadpubl.eu","Cache-Based allintitle: ""Side channel attack"" ""cloud"" Discovery using Intelligent-Detection Algorithm for Securing the allintitle: ""Side channel attack"" ""cloud"" Computing Environment.",2018
21,The Self-service computing model splits administrative privileges between a system-wide domain and per-client administrative domains. As user clients have administrative privileges there is a possibility for clients to be malicious. In order to detect these malicious …,,https://shareok.org/handle/11244/48988,R Jayaram - 2015 - shareok.org,"Detection of Denial of Service Attack and allintitle: ""Side channel attack"" ""cloud"" in Self-service allintitle: ""Side channel attack"" ""cloud"" Using Group Testing Strategy",2015
22,,,,"KV RAO, JVR MURTHY - Journal of Theoretical & Applied Information …, 2017",,2017
23,,,,HA Khan Khattak - 2017 - MCS,,2017
24,,,,"H BOUKHRISS, M HEDABOU",,
25,Data deduplication can be utilized to reduce storage space in storage services by storing only a single copy of data rather than all duplicated copies. Users who are concerned the confidentiality of their outsourced data can use secure encryption algorithms …,Alle 2 versiesIn cache,http://www.koreascience.or.kr/article/JAKO201726439087785.page,"H Shin, , J Hur - Journal of the Korea Institute of …, 2017 - koreascience.or.kr","-allintitle: ""Side channel attack"" ""cloud"" against Secure Data Deduplication over Encrypted Data in allintitle: ""Side channel attack"" ""cloud"" Storage",2017
